epochMillis,id,version,changeset,username,uid,geometry
1740739208000,1363485371,1,163035353,Randolp Agaton,22567138,"POLYGON((110.5840508 -7.0688881, 110.5841036 -7.0689067, 110.5840768 -7.0689817, 110.584024 -7.0689631, 110.5840508 -7.0688881))"
1740739236000,1363485372,1,163035359,Baloo Uriza,92286,"LINESTRING(-98.9759663 35.4284983, -98.9759633 35.4290515)"
1740739236000,1363485373,1,163035359,Baloo Uriza,92286,"LINESTRING(-98.975993 35.421791, -98.975987 35.424607, -98.9759663 35.4284983)"
1740739236000,1363485374,1,163035359,Baloo Uriza,92286,"LINESTRING(-98.9759957 35.4212527, -98.975993 35.421791)"
1740739236000,1363485375,1,163035359,Baloo Uriza,92286,"LINESTRING(-98.9760326 35.4139257, -98.9760296 35.4144739)"
1740739236000,1363485376,1,163035359,Baloo Uriza,92286,"LINESTRING(-98.9760654 35.406703, -98.9760681 35.4072313)"
1740739238000,1363485377,1,163035360,Robert Ancell,1430787,"LINESTRING(167.6554167 -45.8328975, 167.654703 -45.8335492, 167.6542883 -45.8342459, 167.6538246 -45.8347124, 167.6532236 -45.8353026)"
1740739238000,1363485378,1,163035360,Robert Ancell,1430787,"LINESTRING(167.6561584 -45.8577628, 167.6561976 -45.856507, 167.6562261 -45.8556786, 167.6562795 -45.8548349)"
1740739238000,1363485379,1,163035360,Robert Ancell,1430787,"LINESTRING(167.6562795 -45.8548349, 167.6562771 -45.8541627)"
1740739243000,1363485380,1,163035361,ugarten,22501496,"POLYGON((-71.8338104 41.3948031, -71.8338094 41.3948102, -71.8338053 41.3948166, -71.8337985 41.3948216, -71.8337899 41.3948247, -71.8337804 41.3948253, -71.8337711 41.3948235, -71.8337638 41.3948199, -71.8337584 41.3948148, -71.8337553 41.3948086, -71.833755 41.394802, -71.8337574 41.3947957, -71.8337623 41.3947903, -71.8337692 41.3947862, -71.8337774 41.394784, -71.8337862 41.3947838, -71.8337953 41.3947859, -71.8338029 41.3947902, -71.8338081 41.3947961, -71.8338104 41.3948031))"
1740739243000,1363485381,1,163035361,ugarten,22501496,"POLYGON((-71.8340134 41.3948107, -71.8339935 41.39474, -71.8339035 41.3947543, -71.8339234 41.394825, -71.8340134 41.3948107))"
1740739243000,1363485382,1,163035361,ugarten,22501496,"POLYGON((-71.8340832 41.3950021, -71.8340585 41.3949204, -71.8338773 41.3949513, -71.833902 41.3950329, -71.8340832 41.3950021))"
1740739243000,1363485383,1,163035361,ugarten,22501496,"POLYGON((-71.8341635 41.3954598, -71.8340878 41.3954711, -71.8340723 41.3954129, -71.8341481 41.3954016, -71.8341635 41.3954598))"
1740739243000,1363485384,1,163035361,ugarten,22501496,"POLYGON((-71.8341721 41.3953307, -71.8341461 41.3953354, -71.8341474 41.3953394, -71.8341338 41.3953419, -71.8341429 41.3953701, -71.8340965 41.3953785, -71.8340881 41.3953524, -71.834009 41.3953667, -71.8339944 41.3953211, -71.834021 41.3953163, -71.834011 41.3952852, -71.8340712 41.3952743, -71.834067 41.3952612, -71.8340904 41.395257, -71.8340952 41.3952719, -71.8341059 41.3952699, -71.8341099 41.3952823, -71.834154 41.3952743, -71.8341721 41.3953307))"
1740739243000,1363485385,1,163035361,ugarten,22501496,"POLYGON((-71.8339643 41.3954301, -71.8339551 41.3953987, -71.8339131 41.3954055, -71.8339223 41.395437, -71.8339643 41.3954301))"
1740739243000,1363485386,1,163035361,ugarten,22501496,"POLYGON((-71.8342453 41.3956791, -71.8342022 41.3955122, -71.8341505 41.3955197, -71.8341436 41.3954929, -71.8340167 41.3955114, -71.8340275 41.3955531, -71.8340917 41.3955438, -71.8341095 41.3956128, -71.834136 41.3956089, -71.8341462 41.3956482, -71.8341738 41.3956441, -71.8341851 41.3956878, -71.8342453 41.3956791))"
1740739243000,1363485387,1,163035361,ugarten,22501496,"POLYGON((-71.8341392 41.3957496, -71.8341061 41.3956366, -71.834052 41.3956455, -71.8340439 41.3956177, -71.8339919 41.3956263, -71.8340331 41.395767, -71.8341392 41.3957496))"
1740739243000,1363485388,1,163035361,ugarten,22501496,"POLYGON((-71.8343303 41.3959529, -71.8342875 41.3958304, -71.8341593 41.3958555, -71.8341735 41.3958962, -71.8342066 41.3958897, -71.8342352 41.3959716, -71.8343303 41.3959529))"
1740739243000,1363485389,1,163035361,ugarten,22501496,"POLYGON((-71.8344104 41.396276, -71.8343592 41.396102, -71.8342555 41.3961191, -71.8343067 41.3962931, -71.8344104 41.396276))"
1740739243000,1363485390,1,163035361,ugarten,22501496,"POLYGON((-71.8342551 41.3964177, -71.8342527 41.3963613, -71.8342072 41.3963623, -71.8342096 41.3964188, -71.8342551 41.3964177))"
1740739243000,1363485391,1,163035361,ugarten,22501496,"POLYGON((-71.8345533 41.3968023, -71.8345434 41.3967686, -71.8345666 41.3967648, -71.8345588 41.3967382, -71.8345358 41.396742, -71.8345244 41.3967029, -71.8344839 41.3967096, -71.8344746 41.3966779, -71.8344013 41.39669, -71.834411 41.3967232, -71.8344012 41.3967248, -71.8344297 41.3968226, -71.8345533 41.3968023))"
1740739243000,1363485392,1,163035361,ugarten,22501496,"POLYGON((-71.83456 41.3971989, -71.8346457 41.3972017, -71.8346451 41.3972124, -71.8347165 41.3972147, -71.8347159 41.3972242, -71.8347563 41.3972255, -71.8347531 41.3972826, -71.8347141 41.3972813, -71.8347127 41.397306, -71.8345542 41.3973009, -71.83456 41.3971989))"
1740739243000,1363485393,1,163035361,ugarten,22501496,"POLYGON((-71.8351018 41.3968384, -71.8350712 41.3967193, -71.8349638 41.3967348, -71.8349943 41.3968539, -71.8351018 41.3968384))"
1740739243000,1363485394,1,163035361,ugarten,22501496,"POLYGON((-71.8352902 41.3968811, -71.8352731 41.3968126, -71.8351854 41.396825, -71.8352025 41.3968934, -71.8352902 41.3968811))"
1740739243000,1363485395,1,163035361,ugarten,22501496,"POLYGON((-71.8350509 41.396643, -71.8350361 41.3965807, -71.8350514 41.3965786, -71.8350488 41.396568, -71.8350342 41.39657, -71.8350136 41.3964838, -71.8349078 41.3964981, -71.8349162 41.3965332, -71.8349026 41.396535, -71.8349145 41.3965845, -71.8349306 41.3965824, -71.8349483 41.3966568, -71.8350509 41.396643))"
1740739243000,1363485396,1,163035361,ugarten,22501496,"POLYGON((-71.8347647 41.3961129, -71.8347811 41.3961677, -71.8347925 41.3961658, -71.8348171 41.3962476, -71.8348512 41.3962418, -71.8348695 41.3963028, -71.834972 41.3962854, -71.8349126 41.3960879, -71.8347647 41.3961129))"
1740739243000,1363485397,1,163035361,ugarten,22501496,"POLYGON((-71.8351046 41.3962445, -71.8352292 41.3962287, -71.8352249 41.3962096, -71.835242 41.3962074, -71.8352307 41.3961573, -71.835089 41.3961752, -71.8351046 41.3962445))"
1740739243000,1363485398,1,163035361,ugarten,22501496,"POLYGON((-71.8354107 41.3960762, -71.8354049 41.3960363, -71.8353254 41.3960428, -71.8353312 41.3960827, -71.8354107 41.3960762))"
1740739243000,1363485399,1,163035361,ugarten,22501496,"POLYGON((-71.834794 41.3959884, -71.8347832 41.3959384, -71.8347968 41.3959367, -71.8347866 41.3958897, -71.8346675 41.3959041, -71.83467 41.3959156, -71.8346479 41.3959183, -71.8346585 41.3959676, -71.834682 41.3959648, -71.8346898 41.396001, -71.834794 41.3959884))"
1740739243000,1363485400,1,163035361,ugarten,22501496,"POLYGON((-71.8350781 41.3958591, -71.8350746 41.395829, -71.8351388 41.3958248, -71.8351417 41.3958495, -71.8351518 41.3958489, -71.8351552 41.395878, -71.8351701 41.395877, -71.8351671 41.3958507, -71.8352259 41.3958468, -71.835234 41.3959169, -71.8350261 41.3959304, -71.8350183 41.395863, -71.8350781 41.3958591))"
1740739243000,1363485401,1,163035361,ugarten,22501496,"POLYGON((-71.8351005 41.3955181, -71.8350641 41.3955236, -71.8350692 41.3955428, -71.834987 41.395555, -71.8349825 41.3955382, -71.8348906 41.395552, -71.8348665 41.3954613, -71.8350771 41.3954299, -71.8351005 41.3955181))"
1740739243000,1363485402,1,163035361,ugarten,22501496,"POLYGON((-71.8351372 41.3953859, -71.8351281 41.3953522, -71.8350986 41.3953566, -71.8351077 41.3953904, -71.8351372 41.3953859))"
1740739243000,1363485403,1,163035361,ugarten,22501496,"POLYGON((-71.8347228 41.3954373, -71.834708 41.3953911, -71.8345841 41.3954133, -71.8345989 41.3954596, -71.8347228 41.3954373))"
1740739243000,1363485404,1,163035361,ugarten,22501496,"POLYGON((-71.8347192 41.3956302, -71.8346788 41.395506, -71.8346727 41.3955071, -71.8346567 41.3954579, -71.8345617 41.3954753, -71.8345848 41.3955463, -71.8345552 41.3955517, -71.8345885 41.3956541, -71.8347192 41.3956302))"
1740739243000,1363485405,1,163035361,ugarten,22501496,"POLYGON((-71.8346581 41.3953709, -71.834607 41.3953807, -71.8345963 41.3953489, -71.8346474 41.3953392, -71.8346581 41.3953709))"
1740739243000,1363485406,1,163035361,ugarten,22501496,"POLYGON((-71.8349943 41.3952696, -71.8349576 41.3951362, -71.834861 41.3951511, -71.8348977 41.3952846, -71.8349943 41.3952696))"
1740739243000,1363485407,1,163035361,ugarten,22501496,"POLYGON((-71.8349969 41.3949104, -71.8349706 41.3947999, -71.8348771 41.3948125, -71.8349034 41.3949229, -71.8349969 41.3949104))"
1740739243000,1363485408,1,163035361,ugarten,22501496,"POLYGON((-71.8346162 41.395013, -71.8346059 41.3949635, -71.8345691 41.3949679, -71.8345794 41.3950174, -71.8346162 41.395013))"
1740739243000,1363485409,1,163035361,ugarten,22501496,"POLYGON((-71.834532 41.3949444, -71.8344963 41.3948126, -71.8344703 41.3948166, -71.8344631 41.3947899, -71.8344873 41.3947862, -71.8344732 41.3947343, -71.8343829 41.3947481, -71.8344187 41.3948803, -71.8344084 41.3948819, -71.8344296 41.39496, -71.834532 41.3949444))"
1740739243000,1363485410,1,163035362,Randolp Agaton,22567138,"POLYGON((110.5840877 -7.0690841, 110.5841827 -7.0691132, 110.5841579 -7.0691929, 110.584063 -7.0691638, 110.5840877 -7.0690841))"
1740739257000,1363485411,1,163035365,Raymar_10,22567024,"POLYGON((-75.5263594 1.5431881, -75.5262791 1.5431713, -75.5263071 1.542895, -75.5263949 1.5429043, -75.5263594 1.5431881))"
1740739257000,1363485412,1,163035365,Raymar_10,22567024,"POLYGON((-75.5261552 1.5426074, -75.5261584 1.5425602, -75.5260758 1.5425452, -75.5260683 1.5425999, -75.5261552 1.5426074))"
1740739257000,1363485413,1,163035365,Raymar_10,22567024,"POLYGON((-75.5261316 1.5425441, -75.5261423 1.5424862, -75.5260801 1.5424765, -75.5260747 1.5425366, -75.5261316 1.5425441))"
1740739257000,1363485414,1,163035365,Raymar_10,22567024,"POLYGON((-75.52627 1.5425645, -75.5262732 1.542527, -75.5262335 1.5425259, -75.5262249 1.542557, -75.52627 1.5425645))"
1740739257000,1363485415,1,163035365,Raymar_10,22567024,"POLYGON((-75.5262378 1.5425173, -75.5262378 1.5424841, -75.5261991 1.542483, -75.5261895 1.5425184, -75.5262378 1.5425173))"
1740739257000,1363485416,1,163035365,Raymar_10,22567024,"POLYGON((-75.5262206 1.5424562, -75.5261584 1.5424444, -75.5261809 1.5424015, -75.5262324 1.5424058, -75.5262206 1.5424562))"
1740739257000,1363485417,1,163035365,Raymar_10,22567024,"POLYGON((-75.5263572 1.5417593, -75.526462 1.5417728, -75.5264706 1.5416434, -75.5264287 1.5416361, -75.5263732 1.5416237, -75.5263548 1.5417087, -75.5263572 1.5417593))"
1740739257000,1363485418,1,163035365,Raymar_10,22567024,"POLYGON((-75.5264731 1.5415042, -75.5264041 1.5414993, -75.5264004 1.5414217, -75.5264805 1.5414118, -75.5264731 1.5415042))"
1740739257000,1363485419,1,163035365,Raymar_10,22567024,"POLYGON((-75.526526 1.5405901, -75.5265284 1.5405186, -75.526404 1.5405137, -75.5264003 1.5405901, -75.526526 1.5405901))"
1740739257000,1363485420,1,163035365,Raymar_10,22567024,"POLYGON((-75.5264828 1.5403966, -75.526489 1.5403203, -75.5264249 1.5403079, -75.5264064 1.5403819, -75.5264828 1.5403966))"
1740739257000,1363485421,1,163035365,Raymar_10,22567024,"POLYGON((-75.5265309 1.5403092, -75.5264459 1.5402833, -75.5264434 1.5401737, -75.5265445 1.5401971, -75.5265309 1.5403092))"
1740739257000,1363485422,1,163035365,Raymar_10,22567024,"POLYGON((-75.5268082 1.5396082, -75.5267022 1.5396045, -75.526701 1.539501, -75.5268094 1.5394862, -75.5268082 1.5396082))"
1740739257000,1363485423,1,163035365,Raymar_10,22567024,"POLYGON((-75.5267725 1.5394185, -75.5267047 1.5394406, -75.5266529 1.5393113, -75.526733 1.5392866, -75.5267725 1.5394185))"
1740739257000,1363485424,1,163035365,Raymar_10,22567024,"POLYGON((-75.5267614 1.5396821, -75.5267601 1.5396254, -75.5267355 1.5396304, -75.5267306 1.5396883, -75.5267614 1.5396821))"
1740739257000,1363485425,1,163035365,Raymar_10,22567024,"POLYGON((-75.526452 1.5395564, -75.5262142 1.5394111, -75.5261834 1.5394505, -75.5263103 1.5395355, -75.5263313 1.5395096, -75.5264348 1.5395786, -75.526452 1.5395564))"
1740739257000,1363485426,1,163035365,Raymar_10,22567024,"POLYGON((-75.5259171 1.5424384, -75.5259708 1.5423837, -75.5258828 1.5423065, -75.5258195 1.542374, -75.5259171 1.5424384))"
1740739257000,1363485427,1,163035365,Raymar_10,22567024,"POLYGON((-75.5250191 1.5430285, -75.5250115 1.5429738, -75.5249253 1.5429892, -75.5249257 1.5430467, -75.5250191 1.5430285))"
1740739257000,1363485428,1,163035365,Raymar_10,22567024,"POLYGON((-75.5248678 1.5430338, -75.5249171 1.5430306, -75.5249152 1.5429834, -75.5248624 1.5429963, -75.5248678 1.5430338))"
1740739258000,1363485429,1,163035366,inklein,8025415,"POLYGON((-122.2086497 37.3719221, -122.2087358 37.3718403, -122.2086444 37.3717727, -122.2088431 37.3715831, -122.2087455 37.3715182, -122.2085628 37.3716317, -122.2084529 37.3717311, -122.2084626 37.37181, -122.208522 37.3718579, -122.2085921 37.3719087, -122.2086497 37.3719221))"
